Parent_SKU,Item_SKU,Item_Name,Brand,Item_Description,Category,Main_Image_URL,MSRP,Status,Color,Color_Hex_Value,Size,Country_Of_Origin,SourceUrl
wwg-hardyakka-y05545,wwg-hardyakka-y05545,Relaxed Fit Elastic Waist Cotton Drill Short,Hard Yakka,"Shop our Relaxed Fit Elastic Waist Cotton Drill Short as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at Hard Yakka Australia",Short,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dwc927641d/images/hi-res/y05545_nav_1.jpg?sw=1024&sh=1024,44.95,Active,,,,,https://www.hardyakka.com/au/p/relaxed_fit_elastic_waist_cotton_drill_short/Y05545.html
wwg-hardyakka-y06057,wwg-hardyakka-y06057,Hi-Vis 4-In-1 Taped Wet Weather Jacket,Hard Yakka,Shop our Hi Vis 4 In 1 Taped Jacket. Reversible inner vest. Waterproof and seam sealed. 50mm reflective tape. Shop today at Hard Yakka Australia,Jacket,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw019724d8/images/hi-res/y06057_ona_1.jpg?sw=1024&sh=1024,149.95,Active,,,,,https://www.hardyakka.com/au/p/hi-vis_4-in-1_taped_wet_weather_jacket/Y06057.html
wwg-hardyakka-y06430,wwg-hardyakka-y06430,Mustang Outback Canvas Jacket,Hard Yakka,"Shop our Mustang Outback Canvas Jacket as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at Hard Yakka Australia",Jacket,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw4e4e4bbb/images/hi-res/y06430_dtn_1.jpg?sw=1024&sh=1024,159.95,Active,,,,,https://www.hardyakka.com/au/p/mustang_outback_canvas_jacket/Y06430.html
wwg-hardyakka-y06670,wwg-hardyakka-y06670,Core Hi-Vis 2 Tone Waterproof Bomber Jacket,Hard Yakka,Shop our Core Hi Vis 2Tone Bomber Jacket. Waterproof and seam sealed. Quilted lining for warmth. 3 piece hood. Shop today at Hard Yakka Australia,Jacket,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dwc66fc1c9/images/hi-res/y06670_ona_1.jpg?sw=1024&sh=1024,79.95,Active,,,,,https://www.hardyakka.com/au/p/core_hi-vis_2_tone_waterproof_bomber_jacket/Y06670.html
wwg-hardyakka-y06680,wwg-hardyakka-y06680,Waterproof Bomber Jacket,Hard Yakka,"Shop our Waterproof Bomber Jacket as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at Hard Yakka Australia",Jacket,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw8eb2cbd3/images/hi-res/y06680_bla_1.jpg?sw=1024&sh=1024,79.95,Active,,,,,https://www.hardyakka.com/au/p/waterproof_bomber_jacket/Y06680.html
wwg-hardyakka-y06691,wwg-hardyakka-y06691,Quilted Solid Shacket,Hard Yakka,"Shop our Quilted Solid Shacket as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at Hard Yakka Australia",Hard Yakka,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw683f8895/images/hi-res/y06691_bla_1.jpg?sw=1024&sh=1024,119.95,Active,,,,,https://www.hardyakka.com/au/p/quilted_solid_shacket/Y06691.html
wwg-hardyakka-y07227,wwg-hardyakka-y07227,Hi-Vis Cotton Drill Long Sleeve Taped Shirt,Hard Yakka,Shop our Hi Vis Drill L/Sl Taped Shirt. Fade Shade Indicator for high visibility non-compliance. 50mm reflective tape. Shop today at Hard Yakka Australia,Shirt,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw9bbe9061/images/hi-res/y07227_nav_1.jpg?sw=1024&sh=1024,69.95,Active,,,,,https://www.hardyakka.com/au/p/hi-vis-drill-l-sl-taped-shirt/Y07227.html
wwg-hardyakka-y07510,wwg-hardyakka-y07510,Short Sleeve Open Front Cotton Drill Work Shirt,Hard Yakka,"Shop our Short Sleeve Open Front Cotton Drill Work Shirt as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at Hard Yakka Australia",Short,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw042203b3/images/hi-res/y07510_grn_1.jpg?sw=1024&sh=1024,59.95,Active,,,,,https://www.hardyakka.com/au/p/cotton-drill-s-sl-shirt/Y07510.html
wwg-hardyakka-y07540,wwg-hardyakka-y07540,Short Sleeve Closed Front Cotton Drill Work Shirt,Hard Yakka,"Shop our Short Sleeve Closed Front Cotton Drill Work Shirt as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at Hard Yakka Australia",Short,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dwb7fd11f5/images/hi-res/y07540_grn_1.jpg?sw=1024&sh=1024,59.95,Active,,,,,https://www.hardyakka.com/au/p/s-l-closed-front-shirt/Y07540.html
wwg-hardyakka-y07591,wwg-hardyakka-y07591,Short Sleeve Permanent Press Shirt,Hard Yakka,Shop our S/Sl Permanent Press Shirt. Box pleat for freedom of movement. 65% polyester 35% cotton fabric. Shop today at Hard Yakka Australia,Short,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw1cd0e3f8/images/hi-res/y07591_nav_1.jpg?sw=1024&sh=1024,54.95,Active,,,,,https://www.hardyakka.com/au/p/s-sl-permanent-press-shirt/Y07591.html
wwg-hardyakka-y07753,wwg-hardyakka-y07753,Heritage Canvas Shirt,Hard Yakka,"Shop our Heritage Canvas Shirt as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at Hard Yakka Australia",Shirt,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dwf09eb47f/images/hi-res/y07753_bla_1.jpg?sw=1024&sh=1024,79.95,Active,,,,,https://www.hardyakka.com/au/p/heritage_canvas_shirt/Y07753.html
wwg-hardyakka-y07899,wwg-hardyakka-y07899,Hi-Vis Closed Front Taped Long Sleeve Cotton Drill Shirt,Hard Yakka,Shop our Hi Vis Closed Front Drill L/Sl Taped Shirt. Fade Shade Indicator for high visibility non-compliance. Shop today at Hard Yakka Australia,Shirt,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw9415d1ed/images/hi-res/y07899_sor_1.jpg?sw=1024&sh=1024,79.95,Active,,,,,https://www.hardyakka.com/au/p/hi-vis_closed_front_taped_long_sleeve_cotton_drill_shirt/Y07899.html
wwg-hardyakka-y07978,wwg-hardyakka-y07978,Core Hi-Vis 2 Tone Vented Taped Long Sleeve Cotton Shirt,Hard Yakka,Shop our Koolgear Hi Vis 2Tone Vented Taped Shirt. 50mm reflective tape. Vented back yoke & shoulders. Shop today at Hard Yakka Australia,Shirt,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw7d429284/images/hi-res/y07978_ona_1.jpg?sw=1024&sh=1024,69.95,Active,,,,,https://www.hardyakka.com/au/p/core_hi-vis_2_tone_vented_taped_long_sleeve_cotton_shirt/Y07978.html
wwg-hardyakka-y07990,wwg-hardyakka-y07990,Hi-Vis 2 Tone Long Sleeve Taped Cotton Drill Shirt,Hard Yakka,Shop our Hi Vis 2Tone Drill L/Sl Shirt. Fade Shade Indicator for high visibility non-compliance. 50mm reflective tape. Shop today at Hard Yakka Australia,Shirt,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dwb2921563/images/hi-res/y07990_ona_1.jpg?sw=1024&sh=1024,69.95,Active,,,,,https://www.hardyakka.com/au/p/hi-vis_2_tone_long_sleeve_taped_cotton_drill_shirt/Y07990.html
wwg-hardyakka-y08061,wwg-hardyakka-y08061,Women's Sport X Range Work Legging,Hard Yakka,"Shop our Women's Sport X Range Work Legging as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at Hard Yakka Australia",Hard Yakka,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw295fa4bc/images/hi-res/y08061_bla_1.jpg?sw=1024&sh=1024,89.95,Active,,,,,https://www.hardyakka.com/au/p/womens_sport_x_range_work_legging/Y08061.html
wwg-hardyakka-y08107,wwg-hardyakka-y08107,Women's Mustang Bootcut Jeans,Hard Yakka,"Shop our Women's Mustang Bootcut Jeans as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at Hard Yakka Australia",Hard Yakka,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw59f1b91e/images/hi-res/y08107_stw_1.jpg?sw=1024&sh=1024,89.95,Active,,,,,https://www.hardyakka.com/au/p/womens_mustang_bootcut_jeans/Y08107.html
wwg-hardyakka-y08121,wwg-hardyakka-y08121,Women's 3056 ToughMaxx Taped Work Pants,Hard Yakka,"Shop our Women's 3056 ToughMaxx Taped Work Pants as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at Hard Yakka Australia",Pant,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw7545ba4d/images/hi-res/y08121_nav_1.jpg?sw=1024&sh=1024,84.95,Active,,,,,https://www.hardyakka.com/au/p/womens_3056_toughmaxx_taped_work_pants/Y08121.html
wwg-hardyakka-y08150,wwg-hardyakka-y08150,Women's Edge Ripstop Pants,Hard Yakka,"Shop our Women's Edge Ripstop Pants as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at Hard Yakka Australia",Pant,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw7b8d55f1/images/hi-res/y08150_bla_1.jpg?sw=1024&sh=1024,79.95,Active,,,,,https://www.hardyakka.com/au/p/womens_edge_ripstop_pants/Y08150.html
wwg-hardyakka-y08225,wwg-hardyakka-y08225,Women's Core 2 Tone Hi-Vis Vented Long Sleeve Shirt,Hard Yakka,Shop our Womens Koolgear Hi Vis Vented Shirt. Cotton twill is naturally durable and breathable. 100% polyester mesh. Shop today at Hard Yakka Australia,Shirt,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw64e1107d/images/hi-res/y08225_yna_1.jpg?sw=1024&sh=1024,59.95,Active,,,,,https://www.hardyakka.com/au/p/womens_core_2_tone_hi-vis_vented_long_sleeve_shirt/Y08225.html
wwg-hardyakka-y08291,wwg-hardyakka-y08291,Women's Toughmaxx Cuffed Pants,Hard Yakka,"Shop our Women's Toughmaxx Cuffed Pants as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at Hard Yakka Australia",Pant,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw6c0adc6e/images/hi-res/y08291_bla_1.jpg?sw=1024&sh=1024,74.95,Active,,,,,https://www.hardyakka.com/au/p/womens_toughmaxx_cuffed_pants/Y08291.html
wwg-hardyakka-y08380,wwg-hardyakka-y08380,Women’S Cargo Drill Pant With Tape,Hard Yakka,"Shop our Women’S Cargo Drill Pant With Tape. Darted back waist for comfort fit. Utility, ruler pocket and pen pocket. Shop today at Hard Yakka Australia",Pant,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dwb2d0ae8c/images/hi-res/y08380_nav_1.jpg?sw=1024&sh=1024,69.95,Active,,,,,https://www.hardyakka.com/au/p/women%E2%80%99s_cargo_drill_pant_with_tape/Y08380.html
wwg-hardyakka-y08399,wwg-hardyakka-y08399,Womens Heritage Closed Front Drill Shirt,Hard Yakka,"Shop our Womens Heritage Closed Front Drill Shirt as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at Hard Yakka Australia",Shirt,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw51702135/images/hi-res/y08399_blh_1.jpg?sw=1024&sh=1024,39.95,Active,,,,,https://www.hardyakka.com/au/p/womens_heritage_closed_front_drill_shirt/Y08399.html
wwg-hardyakka-y08411,wwg-hardyakka-y08411,Women's Raptor Cuff Pant With Tape,Hard Yakka,"Shop our Women's Raptor Cuff Pant With Tape as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at Hard Yakka Australia",Pant,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw90c2a3b2/images/hi-res/Y08411_NAV_1-temp.jpg?sw=1024&sh=1024,109.95,Active,,,,,https://www.hardyakka.com/au/p/womens_raptor_cuff_pant_with_tape/Y08411.html
wwg-hardyakka-y08422,wwg-hardyakka-y08422,Women's Bomber Jacket,Hard Yakka,"Shop our Women's Bomber Jacket as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at Hard Yakka Australia",Jacket,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw653d331e/images/hi-res/y08422_bla_1.jpg?sw=1024&sh=1024,119.95,Active,,,,,https://www.hardyakka.com/au/p/womens_bomber_jacket/Y08422.html
wwg-hardyakka-y08601,wwg-hardyakka-y08601,Womens  Short Sleeve Hi Vis Polo ,Hard Yakka,"Shop our Womens Short Sleeve Hi Vis Polo as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at Hard Yakka Australia",Short,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw37aa69f3/images/hi-res/y08601_ona_1.jpg?sw=1024&sh=1024,23.95,Active,,,,,https://www.hardyakka.com/au/p/womens__short_sleeve_hi_vis_polo_/Y08601.html
wwg-hardyakka-y08603,wwg-hardyakka-y08603,Womens Long Sleeve Hi Vis Polo ,Hard Yakka,"Shop our Womens Long Sleeve Hi Vis Polo as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at Hard Yakka Australia",Polo,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw9a8c89c7/images/hi-res/y08603_ona_1.jpg?sw=1024&sh=1024,34.95,Active,,,,,https://www.hardyakka.com/au/p/womens_long_sleeve_hi_vis_polo_/Y08603.html
wwg-hardyakka-y08744,wwg-hardyakka-y08744,Women's Check Flannie,Hard Yakka,"Shop our Women's Check Flannie as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at Hard Yakka Australia",Hard Yakka,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw239f2c60/images/hi-res/y08744_ebp_1.jpg?sw=1024&sh=1024,79.95,Active,,,,,https://www.hardyakka.com/au/p/womens_check_flannie/Y08744.html
wwg-hardyakka-y08812,wwg-hardyakka-y08812,Womens Gladiator Jegging,Hard Yakka,"Shop our Womens Gladiator Jegging as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at Hard Yakka Australia",Hard Yakka,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw8866a9a0/images/hi-res/y08812_bla_1.jpg?sw=1024&sh=1024,89.95,Active,,,,,https://www.hardyakka.com/au/p/womens_gladiator_jegging/Y08812.html
wwg-hardyakka-y08930,wwg-hardyakka-y08930,Women's Ripstop Slim Fit Cargo Pant,Hard Yakka,"Shop our Women's Ripstop Cargo Pant. Slim and articulated fit, tapered from knee to hem. Multiple pockets for storage. Shop today at Hard Yakka Australia",Pant,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw34020f40/images/hi-res/y08930_bla_1.jpg?sw=1024&sh=1024,99.95,Active,,,,,https://www.hardyakka.com/au/p/womens_ripstop_slim_fit_cargo_pant/Y08930.html
wwg-hardyakka-y11244,wwg-hardyakka-y11244,Heritage Long Sleeve Tee With Hood,Hard Yakka,"Shop our Heritage Long Sleeve Tee With Hood as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at Hard Yakka Australia",Tee/T-Shirt,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw5f52e03d/images/hi-res/y11244_bla_1.jpg?sw=1024&sh=1024,39.95,Active,,,,,https://www.hardyakka.com/au/p/heritage_long_sleeve_tee_with_hood/Y11244.html
wwg-hardyakka-y11379,wwg-hardyakka-y11379,Core Hi-Vis 2 Tone Taped Vented Long Sleeve Polo,Hard Yakka,"Koolgear Hi Vis 2Tone Taped LS Polo Shirt. Lightweight, ventilated & engineered to keep you cool in hot environments. Shop today at Hard Yakka Australia",Polo,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw0667c32f/images/hi-res/y11379_ldn_1.jpg?sw=1024&sh=1024,69.95,Active,,,,,https://www.hardyakka.com/au/p/core_hi-vis_2_tone_taped_vented_long_sleeve_polo/Y11379.html
wwg-hardyakka-y11396,wwg-hardyakka-y11396,Core Hi-Vis 2 Tone Vented Short Sleeve Polo,Hard Yakka,"Koolgear Hi Vis 2Tone SS Polo Shirt Lemon. Lightweight, vented & engineered to keep you cool in hot environments. Shop today at Hard Yakka Australia",Short,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dwb91dd059/images/hi-res/y11396_ldn_1.jpg?sw=1024&sh=1024,59.95,Active,,,,,https://www.hardyakka.com/au/p/core_hi-vis_2_tone_vented_short_sleeve_polo/Y11396.html
wwg-hardyakka-y11489,wwg-hardyakka-y11489,Core Long Sleeve Heritage Icon Tee,Hard Yakka,"Shop our Core Long Sleeve Heritage Icon Tee as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at Hard Yakka Australia",Tee/T-Shirt,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw432ebf37/images/hi-res/y11489_bur_1.jpg?sw=1024&sh=1024,24.95,Active,,,,,https://www.hardyakka.com/au/p/core_long_sleeve_heritage_icon_tee/Y11489.html
wwg-hardyakka-y19270,wwg-hardyakka-y19270,Hi-Vis 2 Tone 1/4 Zip Brushed Taped Fleece Jumper,Hard Yakka,Shop our Hi Vis 2Tone 1/4 Zip Brushed Fleece Jumper With Tape. Adjustable cord on hem for better fit. Shop today at Hard Yakka Australia,Hi-Vis,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw400b5e1c/images/hi-res/y19270_ona_1.jpg?sw=1024&sh=1024,89.95,Active,,,,,https://www.hardyakka.com/au/p/hi-vis-2tone-1-4-zip-brushed-fleece-jumper-with-tape/Y19270.html
wwg-hardyakka-y19325,wwg-hardyakka-y19325,Hi-Vis 2 Tone Fleece Hoodie,Hard Yakka,Shop our Hi Vis 2 Tone Fleece Hoodie. Drawstring on hood ensures it stays inside garment to prevent catching. Shop today at Hard Yakka Australia,Hi-Vis,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dwc5f2b7ed/images/hi-res/y19325_ona_1.jpg?sw=1024&sh=1024,79.95,Active,,,,,https://www.hardyakka.com/au/p/hi-vis_2_tone_fleece_hoodie/Y19325.html
wwg-hardyakka-y19488,wwg-hardyakka-y19488,Sherpa Henley,Hard Yakka,"Shop our Sherpa Henley as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at Hard Yakka Australia",Hard Yakka,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dwe27a5bd7/images/hi-res/y19488_wlt_1.jpg?sw=1024&sh=1024,89.95,Active,,,,,https://www.hardyakka.com/au/p/sherpa_henley/Y19488.html
wwg-hardyakka-y19616,wwg-hardyakka-y19616,Mens Short Sleeve Hi Vis Polo,Hard Yakka,"Shop our Mens Short Sleeve Hi Vis Polo as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at Hard Yakka Australia",Short,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dwc4d5a00a/images/hi-res/y19616_ona_1.jpg?sw=1024&sh=1024,23.95,Active,,,,,https://www.hardyakka.com/au/p/mens_short_sleeve_hi_vis_polo/Y19616.html
wwg-hardyakka-y19619,wwg-hardyakka-y19619,Mens Long Sleeve Hi Vis Taped Polo ,Hard Yakka,"Shop our Mens Long Sleeve Hi Vis Taped Polo as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at Hard Yakka Australia",Polo,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw338fcacc/images/hi-res/y19619_ona_1.jpg?sw=1024&sh=1024,44.95,Active,,,,,https://www.hardyakka.com/au/p/mens_long_sleeve_hi_vis_taped_polo_/Y19619.html
wwg-hardyakka-y20013,wwg-hardyakka-y20013,Women's Core Hi Vis Work Crew Sock - 3 Pack,Hard Yakka,"Shop our Women's Core Hi Vis Work Crew Sock - 3 Pack as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at Hard Yakka Australia",Hard Yakka,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw753427ba/images/hi-res/y20013_mlt_1.jpg?sw=1024&sh=1024,19.95,Active,,,,,https://www.hardyakka.com/au/p/womens_core_hi_vis_work_crew_sock_-_3_pack/Y20013.html
wwg-hardyakka-y20016,wwg-hardyakka-y20016,Women's Core Bamboo Rich Padded Crew Sock - 3 Pack,Hard Yakka,"Shop our Women's Core Bamboo Rich Padded Crew Sock - 3 Pack as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at Hard Yakka Australia",Hard Yakka,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw61a79b56/images/hi-res/y20016_mlt_1.jpg?sw=1024&sh=1024,29.95,Active,,,,,https://www.hardyakka.com/au/p/womens_core_bamboo_rich_padded_crew_sock_-_3_pack/Y20016.html
wwg-hardyakka-y21418,wwg-hardyakka-y21418,Puffer Vest 2.0,Hard Yakka,"Shop our Puffer Vest 2.0 as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at Hard Yakka Australia",Vest,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw07d1f81d/images/hi-res/y21418_bla_1.jpg?sw=1024&sh=1024,89.95,Active,,,,,https://www.hardyakka.com/au/p/puffer_vest_2.0/Y21418.html
wwg-hardyakka-y22219,wwg-hardyakka-y22219,Heritage Beanie,Hard Yakka,"Shop our Heritage Beanie as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at Hard Yakka Australia",Cap/Hat,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw4f415210/images/hi-res/y22219_for_1.jpg?sw=1024&sh=1024,19.95,Active,,,,,https://www.hardyakka.com/au/p/heritage_beanie/Y22219.html
wwg-hardyakka-y26455,wwg-hardyakka-y26455,Women's Bamboo Sock 3 Pack,Hard Yakka,"Shop our Women's Bamboo Sock 3 Pack as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at Hard Yakka Australia",Hard Yakka,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw6d95b73f/images/hi-res/y26455_bpp_1.jpg?sw=1024&sh=1024,34.95,Active,,,,,https://www.hardyakka.com/au/p/womens_bamboo_sock_3_pack/Y26455.html
wwg-hardyakka-y26791,wwg-hardyakka-y26791,Stretch Webbed Belt with Bottle Opener Buckle,Hard Yakka,"Shop our Stretch Webbed Belt with Bottle Opener Buckle as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at Hard Yakka Australia",Belt,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw4bc9c921/images/hi-res/y26791_bla_1.jpg?sw=1024&sh=1024,39.95,Active,,,,,https://www.hardyakka.com/au/p/stretch_webbed_belt_with_bottle_opener_buckle/Y26791.html
wwg-hardyakka-y43247,wwg-hardyakka-y43247,Mustang Regular Fit Stretch Work Jean - Indigo,Hard Yakka,Shop our Mustang Stretch Jean Navy. Characterised by timeless Design. We focus on longevity and seasonless denim. Shop today at Hard Yakka Australia,Hard Yakka,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dwf55861d3/images/hi-res/y43247_nav_1.jpg?sw=1024&sh=1024,99.95,Active,,,,,https://www.hardyakka.com/au/p/mustang_regular_fit_stretch_work_jean_-_indigo/Y43247.html
wwg-hardyakka-y44610,wwg-hardyakka-y44610,Straight Leg Stretch Denim Jean,Hard Yakka,"Shop our Straight Leg Stretch Denim Jean as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at Hard Yakka Australia",Hard Yakka,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw2be8ce14/images/hi-res/y44610_nav_1.jpg?sw=1024&sh=1024,99.95,Active,,,,,https://www.hardyakka.com/au/p/straight_leg_stretch_denim_jean/Y44610.html
wwg-hardyakka-y60087,wwg-hardyakka-y60087,Grit Pull On Steel Toe Safety Boot - Sand,Hard Yakka,"Shop our Grit Safety Boot Sand. An easy pull on-off gusset boot. Ideal for agriculture, landscaping and DIY projects. Shop today at Hard Yakka Australia",Boot,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw02e47256/images/hi-res/y60087_san_1h.jpg?sw=1024&sh=1024,84.95,Active,,,,,https://www.hardyakka.com/au/p/grit_pull_on_steel_toe_safety_boot_-_sand/Y60087.html
wwg-hardyakka-y60122,wwg-hardyakka-y60122,Evolution Lace Up & Side Zip 5\,Hard Yakka,"Shop our Evolution Lace Up & Side Zip 5"" Steel Toe Safety Boot - Wheat as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at Hard Yakka Australia",Hard Yakka,https://www.hardyakka.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-hardyakka-catalog/default/dw746e47bc/images/hi-res/y60122_whe_1.jpg?sw=1024&sh=1024,169.00,Active,,,,,https://www.hardyakka.com/au/p/evolution_lace_up_and_side_zip_5%22_steel_toe_safety_boot_-_wheat/Y60122.html
